Date_Time,Sensor_Depth_feet
11/29/22 08:25:43 AM,0.103
11/29/22 08:40:43 AM,0.110
11/29/22 08:55:43 AM,0.109
11/29/22 09:10:43 AM,0.114
11/29/22 09:25:43 AM,0.122
11/29/22 09:40:43 AM,0.119
11/29/22 09:55:43 AM,0.115
11/29/22 10:10:43 AM,0.114
11/29/22 10:25:43 AM,0.103
11/29/22 10:40:43 AM,0.106
11/29/22 10:55:43 AM,0.097
11/29/22 11:10:43 AM,0.093
11/29/22 11:25:43 AM,0.089
11/29/22 11:40:43 AM,0.089
11/29/22 11:55:43 AM,0.088
11/29/22 12:10:43 PM,0.083
11/29/22 12:25:43 PM,0.091
11/29/22 12:40:43 PM,0.098
11/29/22 12:55:43 PM,0.106
11/29/22 01:10:43 PM,0.111
11/29/22 01:25:43 PM,0.116
11/29/22 01:40:43 PM,0.118
11/29/22 01:55:43 PM,0.121
11/29/22 02:10:43 PM,0.115
11/29/22 02:25:43 PM,0.113
11/29/22 02:40:43 PM,0.115
11/29/22 02:55:43 PM,0.116
11/29/22 03:10:43 PM,0.120
11/29/22 03:25:43 PM,0.116
11/29/22 03:40:43 PM,0.120
11/29/22 03:55:43 PM,0.119
11/29/22 04:10:43 PM,0.121
11/29/22 04:25:43 PM,0.124
11/29/22 04:40:43 PM,0.128
11/29/22 04:55:43 PM,0.128
11/29/22 05:10:43 PM,0.125
11/29/22 05:25:43 PM,0.128
11/29/22 05:40:43 PM,0.131
11/29/22 05:55:43 PM,0.131
11/29/22 06:10:43 PM,0.123
11/29/22 06:25:43 PM,0.130
11/29/22 06:40:43 PM,0.131
11/29/22 06:55:43 PM,0.119
11/29/22 07:10:43 PM,0.127
11/29/22 07:25:43 PM,0.120
11/29/22 07:40:43 PM,0.127
11/29/22 07:55:43 PM,0.124
11/29/22 08:10:43 PM,0.120
11/29/22 08:25:43 PM,0.120
11/29/22 08:40:43 PM,0.124
11/29/22 08:55:43 PM,0.123
11/29/22 09:10:43 PM,0.120
11/29/22 09:25:43 PM,0.110
11/29/22 09:40:43 PM,0.114
11/29/22 09:55:43 PM,0.115
11/29/22 10:10:43 PM,0.115
11/29/22 10:25:43 PM,0.115
11/29/22 10:40:43 PM,0.112
11/29/22 10:55:43 PM,0.112
11/29/22 11:10:43 PM,0.111
11/29/22 11:25:43 PM,0.113
11/29/22 11:40:43 PM,0.110
11/29/22 11:55:43 PM,0.111
11/30/22 12:10:43 AM,0.108
11/30/22 12:25:43 AM,0.106
11/30/22 12:40:43 AM,0.112
11/30/22 12:55:43 AM,0.109
11/30/22 01:10:43 AM,0.110
11/30/22 01:25:43 AM,0.107
11/30/22 01:40:43 AM,0.113
11/30/22 01:55:43 AM,0.106
11/30/22 02:10:43 AM,0.105
11/30/22 02:25:43 AM,0.109
11/30/22 02:40:43 AM,0.102
11/30/22 02:55:43 AM,0.104
11/30/22 03:10:43 AM,0.102
11/30/22 03:25:43 AM,0.101
11/30/22 03:40:43 AM,0.110
11/30/22 03:55:43 AM,0.097
11/30/22 04:10:43 AM,0.102
11/30/22 04:25:43 AM,0.102
11/30/22 04:40:43 AM,0.112
11/30/22 04:55:43 AM,0.099
11/30/22 05:10:43 AM,0.104
11/30/22 05:25:43 AM,0.098
11/30/22 05:40:43 AM,0.103
11/30/22 05:55:43 AM,0.098
11/30/22 06:10:43 AM,0.097
11/30/22 06:25:43 AM,0.099
11/30/22 06:40:43 AM,0.090
11/30/22 06:55:43 AM,0.094
11/30/22 07:10:43 AM,0.091
11/30/22 07:25:43 AM,0.096
11/30/22 07:40:43 AM,0.095
11/30/22 07:55:43 AM,0.098
11/30/22 08:10:43 AM,0.105
11/30/22 08:25:43 AM,0.101
11/30/22 08:40:43 AM,0.102
11/30/22 08:55:43 AM,0.096
11/30/22 09:10:43 AM,0.093
11/30/22 09:25:43 AM,0.092
11/30/22 09:40:43 AM,0.095
11/30/22 09:55:43 AM,0.103
11/30/22 10:10:43 AM,0.103
11/30/22 10:25:43 AM,0.103
11/30/22 10:40:43 AM,0.091
11/30/22 10:55:43 AM,0.089
11/30/22 11:10:43 AM,0.089
11/30/22 11:25:43 AM,0.093
11/30/22 11:40:43 AM,0.095
11/30/22 11:55:43 AM,0.097
11/30/22 12:10:43 PM,0.091
11/30/22 12:25:43 PM,0.095
11/30/22 12:40:43 PM,0.097
11/30/22 12:55:43 PM,0.101
11/30/22 01:10:43 PM,0.100
11/30/22 01:25:43 PM,0.103
11/30/22 01:40:43 PM,0.108
11/30/22 01:55:43 PM,0.114
11/30/22 02:10:43 PM,0.117
11/30/22 02:25:43 PM,0.109
11/30/22 02:40:43 PM,0.106
11/30/22 02:55:43 PM,0.110
11/30/22 03:10:43 PM,0.107
11/30/22 03:25:43 PM,0.111
11/30/22 03:40:43 PM,0.121
11/30/22 03:55:43 PM,0.122
11/30/22 04:10:43 PM,0.120
11/30/22 04:25:43 PM,0.115
11/30/22 04:40:43 PM,0.114
11/30/22 04:55:43 PM,0.106
11/30/22 05:10:43 PM,0.114
11/30/22 05:25:43 PM,0.114
11/30/22 05:40:43 PM,0.113
11/30/22 05:55:43 PM,0.113
11/30/22 06:10:43 PM,0.114
11/30/22 06:25:43 PM,0.110
11/30/22 06:40:43 PM,0.109
11/30/22 06:55:43 PM,0.113
11/30/22 07:10:43 PM,0.108
11/30/22 07:25:43 PM,0.105
11/30/22 07:40:43 PM,0.114
11/30/22 07:55:43 PM,0.118
11/30/22 08:10:43 PM,0.116
11/30/22 08:25:43 PM,0.124
11/30/22 08:40:43 PM,0.116
11/30/22 08:55:43 PM,0.115
11/30/22 09:10:43 PM,0.118
11/30/22 09:25:43 PM,0.113
11/30/22 09:40:43 PM,0.119
11/30/22 09:55:43 PM,0.115
11/30/22 10:10:43 PM,0.115
11/30/22 10:25:43 PM,0.117
11/30/22 10:40:43 PM,0.110
11/30/22 10:55:43 PM,0.104
11/30/22 11:10:43 PM,0.105
11/30/22 11:25:43 PM,0.108
11/30/22 11:40:43 PM,0.105
11/30/22 11:55:43 PM,0.101
12/01/22 12:10:43 AM,0.113
12/01/22 12:25:43 AM,0.108
12/01/22 12:40:43 AM,0.112
12/01/22 12:55:43 AM,0.108
12/01/22 01:10:43 AM,0.111
12/01/22 01:25:43 AM,0.110
12/01/22 01:40:43 AM,0.114
12/01/22 01:55:43 AM,0.107
12/01/22 02:10:43 AM,0.110
12/01/22 02:25:43 AM,0.105
12/01/22 02:40:43 AM,0.112
12/01/22 02:55:43 AM,0.119
12/01/22 03:10:43 AM,0.114
12/01/22 03:25:43 AM,0.115
12/01/22 03:40:43 AM,0.105
12/01/22 03:55:43 AM,0.112
12/01/22 04:10:43 AM,0.120
12/01/22 04:25:43 AM,0.118
12/01/22 04:40:43 AM,0.118
12/01/22 04:55:43 AM,0.106
12/01/22 05:10:43 AM,0.117
12/01/22 05:25:43 AM,0.121
12/01/22 05:40:43 AM,0.126
12/01/22 05:55:43 AM,0.125
12/01/22 06:10:43 AM,0.124
12/01/22 06:25:43 AM,0.128
12/01/22 06:40:43 AM,0.123
12/01/22 06:55:43 AM,0.133
12/01/22 07:10:43 AM,0.140
12/01/22 07:25:43 AM,0.145
12/01/22 07:40:43 AM,0.144
12/01/22 07:55:43 AM,0.147
12/01/22 08:10:43 AM,0.143
12/01/22 08:25:43 AM,0.156
12/01/22 08:40:43 AM,0.155
12/01/22 08:55:43 AM,0.157
12/01/22 09:10:43 AM,0.166
12/01/22 09:25:43 AM,0.198
12/01/22 09:40:43 AM,0.189
12/01/22 09:55:43 AM,0.187
12/01/22 10:10:43 AM,0.195
12/01/22 10:25:43 AM,0.222
12/01/22 10:40:43 AM,0.222
12/01/22 10:55:43 AM,0.224
12/01/22 11:10:43 AM,0.245
12/01/22 11:25:43 AM,0.245
12/01/22 11:40:43 AM,0.251
12/01/22 11:55:43 AM,0.258
12/01/22 12:10:43 PM,0.253
12/01/22 12:25:43 PM,0.265
12/01/22 12:40:43 PM,0.263
12/01/22 12:55:43 PM,0.265
12/01/22 01:10:43 PM,0.268
12/01/22 01:25:43 PM,0.259
12/01/22 01:40:43 PM,0.264
12/01/22 01:55:43 PM,0.262
12/01/22 02:10:43 PM,0.272
12/01/22 02:25:43 PM,0.287
12/01/22 02:40:43 PM,0.300
12/01/22 02:55:43 PM,0.336
12/01/22 03:10:43 PM,0.376
12/01/22 03:25:43 PM,0.426
12/01/22 03:40:43 PM,0.448
12/01/22 03:55:43 PM,0.492
12/01/22 04:10:43 PM,0.496
12/01/22 04:25:43 PM,0.508
12/01/22 04:40:43 PM,0.521
12/01/22 04:55:43 PM,0.523
12/01/22 05:10:43 PM,0.546
12/01/22 05:25:43 PM,0.548
12/01/22 05:40:43 PM,0.548
12/01/22 05:55:43 PM,0.552
12/01/22 06:10:43 PM,0.569
12/01/22 06:25:43 PM,0.580
12/01/22 06:40:43 PM,0.595
12/01/22 06:55:43 PM,0.614
12/01/22 07:10:43 PM,0.629
12/01/22 07:25:43 PM,0.637
12/01/22 07:40:43 PM,0.637
12/01/22 07:55:43 PM,0.648
12/01/22 08:10:43 PM,0.642
12/01/22 08:25:43 PM,0.634
12/01/22 08:40:43 PM,0.639
12/01/22 08:55:43 PM,0.635
12/01/22 09:10:43 PM,0.625
12/01/22 09:25:43 PM,0.624
12/01/22 09:40:43 PM,0.629
12/01/22 09:55:43 PM,0.627
12/01/22 10:10:43 PM,0.626
12/01/22 10:25:43 PM,0.622
12/01/22 10:40:43 PM,0.628
12/01/22 10:55:43 PM,0.624
12/01/22 11:10:43 PM,0.632
12/01/22 11:25:43 PM,0.632
12/01/22 11:40:43 PM,0.629
12/01/22 11:55:43 PM,0.620
12/02/22 12:10:43 AM,0.620
12/02/22 12:25:43 AM,0.612
12/02/22 12:40:43 AM,0.621
12/02/22 12:55:43 AM,0.612
12/02/22 01:10:43 AM,0.617
12/02/22 01:25:43 AM,0.607
12/02/22 01:40:43 AM,0.595
12/02/22 01:55:43 AM,0.591
12/02/22 02:10:43 AM,0.595
12/02/22 02:25:43 AM,0.593
12/02/22 02:40:43 AM,0.583
12/02/22 02:55:43 AM,0.590
12/02/22 03:10:43 AM,0.594
12/02/22 03:25:43 AM,0.587
12/02/22 03:40:43 AM,0.592
12/02/22 03:55:43 AM,0.597
12/02/22 04:10:43 AM,0.600
12/02/22 04:25:43 AM,0.606
12/02/22 04:40:43 AM,0.615
12/02/22 04:55:43 AM,0.624
12/02/22 05:10:43 AM,0.640
12/02/22 05:25:43 AM,0.682
12/02/22 05:40:43 AM,0.706
12/02/22 05:55:43 AM,0.746
12/02/22 06:10:43 AM,0.776
12/02/22 06:25:43 AM,0.793
12/02/22 06:40:43 AM,0.806
12/02/22 06:55:43 AM,0.815
12/02/22 07:10:43 AM,0.821
12/02/22 07:25:43 AM,0.830
12/02/22 07:40:43 AM,0.838
12/02/22 07:55:43 AM,0.836
12/02/22 08:10:43 AM,0.835
12/02/22 08:25:43 AM,0.828
12/02/22 08:40:43 AM,0.823
12/02/22 08:55:43 AM,0.833
12/02/22 09:10:43 AM,0.822
12/02/22 09:25:43 AM,0.831
12/02/22 09:40:43 AM,0.817
12/02/22 09:55:43 AM,0.821
12/02/22 10:10:43 AM,0.815
12/02/22 10:25:43 AM,0.805
12/02/22 10:40:43 AM,0.789
12/02/22 10:55:43 AM,0.774
12/02/22 11:10:43 AM,0.768
12/02/22 11:25:43 AM,0.757
12/02/22 11:40:43 AM,0.751
12/02/22 11:55:43 AM,0.748
12/02/22 12:10:43 PM,0.742
12/02/22 12:25:43 PM,0.726
12/02/22 12:40:43 PM,0.724
12/02/22 12:55:43 PM,0.723
12/02/22 01:10:43 PM,0.717
12/02/22 01:25:43 PM,0.726
12/02/22 01:40:43 PM,0.723
12/02/22 01:55:43 PM,0.717
12/02/22 02:10:43 PM,0.728
12/02/22 02:25:43 PM,0.714
12/02/22 02:40:43 PM,0.723
12/02/22 02:55:43 PM,0.709
12/02/22 03:10:43 PM,0.709
12/02/22 03:25:43 PM,0.715
12/02/22 03:40:43 PM,0.713
12/02/22 03:55:43 PM,0.707
12/02/22 04:10:43 PM,0.710
12/02/22 04:25:43 PM,0.704
12/02/22 04:40:43 PM,0.692
12/02/22 04:55:43 PM,0.696
12/02/22 05:10:43 PM,0.681
12/02/22 05:25:43 PM,0.683
12/02/22 05:40:43 PM,0.688
12/02/22 05:55:43 PM,0.670
12/02/22 06:10:43 PM,0.678
12/02/22 06:25:43 PM,0.669
12/02/22 06:40:43 PM,0.668
12/02/22 06:55:43 PM,0.665
12/02/22 07:10:43 PM,0.658
12/02/22 07:25:43 PM,0.644
12/02/22 07:40:43 PM,0.658
12/02/22 07:55:43 PM,0.643
12/02/22 08:10:43 PM,0.635
12/02/22 08:25:43 PM,0.633
12/02/22 08:40:43 PM,0.630
12/02/22 08:55:43 PM,0.630
12/02/22 09:10:43 PM,0.619
12/02/22 09:25:43 PM,0.617
12/02/22 09:40:43 PM,0.616
12/02/22 09:55:43 PM,0.621
12/02/22 10:10:43 PM,0.608
12/02/22 10:25:43 PM,0.603
12/02/22 10:40:43 PM,0.612
12/02/22 10:55:43 PM,0.602
12/02/22 11:10:43 PM,0.597
12/02/22 11:25:43 PM,0.601
12/02/22 11:40:43 PM,0.596
12/02/22 11:55:43 PM,0.586
12/03/22 12:10:43 AM,0.591
12/03/22 12:25:43 AM,0.587
12/03/22 12:40:43 AM,0.585
12/03/22 12:55:43 AM,0.584
12/03/22 01:10:43 AM,0.579
12/03/22 01:25:43 AM,0.568
12/03/22 01:40:43 AM,0.575
12/03/22 01:55:43 AM,0.568
12/03/22 02:10:43 AM,0.564
12/03/22 02:25:43 AM,0.560
12/03/22 02:40:43 AM,0.557
12/03/22 02:55:43 AM,0.556
12/03/22 03:10:43 AM,0.557
12/03/22 03:25:43 AM,0.551
12/03/22 03:40:43 AM,0.553
12/03/22 03:55:43 AM,0.553
12/03/22 04:10:43 AM,0.548
12/03/22 04:25:43 AM,0.552
12/03/22 04:40:43 AM,0.549
12/03/22 04:55:43 AM,0.545
12/03/22 05:10:43 AM,0.542
12/03/22 05:25:43 AM,0.543
12/03/22 05:40:43 AM,0.546
12/03/22 05:55:43 AM,0.538
12/03/22 06:10:43 AM,0.530
12/03/22 06:25:43 AM,0.535
12/03/22 06:40:43 AM,0.528
12/03/22 06:55:43 AM,0.538
12/03/22 07:10:43 AM,0.528
12/03/22 07:25:43 AM,0.526
12/03/22 07:40:43 AM,0.530
12/03/22 07:55:43 AM,0.523
12/03/22 08:10:43 AM,0.523
12/03/22 08:25:43 AM,0.520
12/03/22 08:40:43 AM,0.508
12/03/22 08:55:43 AM,0.517
12/03/22 09:10:43 AM,0.516
12/03/22 09:25:43 AM,0.505
12/03/22 09:40:43 AM,0.510
12/03/22 09:55:43 AM,0.523
12/03/22 10:10:43 AM,0.515
12/03/22 10:25:43 AM,0.517
12/03/22 10:40:43 AM,0.520
12/03/22 10:55:43 AM,0.507
12/03/22 11:10:43 AM,0.507
12/03/22 11:25:43 AM,0.504
12/03/22 11:40:43 AM,0.508
12/03/22 11:55:43 AM,0.507
12/03/22 12:10:43 PM,0.511
12/03/22 12:25:43 PM,0.511
12/03/22 12:40:43 PM,0.510
12/03/22 12:55:43 PM,0.512
12/03/22 01:10:43 PM,0.516
12/03/22 01:25:43 PM,0.513
12/03/22 01:40:43 PM,0.512
12/03/22 01:55:43 PM,0.512
12/03/22 02:10:43 PM,0.510
12/03/22 02:25:43 PM,0.516
12/03/22 02:40:43 PM,0.518
12/03/22 02:55:43 PM,0.522
12/03/22 03:10:43 PM,0.519
12/03/22 03:25:43 PM,0.518
12/03/22 03:40:43 PM,0.515
12/03/22 03:55:43 PM,0.513
12/03/22 04:10:43 PM,0.518
12/03/22 04:25:43 PM,0.528
12/03/22 04:40:43 PM,0.522
12/03/22 04:55:43 PM,0.533
12/03/22 05:10:43 PM,0.536
12/03/22 05:25:43 PM,0.544
12/03/22 05:40:43 PM,0.548
12/03/22 05:55:43 PM,0.556
12/03/22 06:10:43 PM,0.568
12/03/22 06:25:43 PM,0.568
12/03/22 06:40:43 PM,0.584
12/03/22 06:55:43 PM,0.581
12/03/22 07:10:43 PM,0.587
12/03/22 07:25:43 PM,0.583
12/03/22 07:40:43 PM,0.593
12/03/22 07:55:43 PM,0.614
12/03/22 08:10:43 PM,0.636
12/03/22 08:25:43 PM,0.657
12/03/22 08:40:43 PM,0.665
12/03/22 08:55:43 PM,0.688
12/03/22 09:10:43 PM,0.702
12/03/22 09:25:43 PM,0.725
12/03/22 09:40:43 PM,0.759
12/03/22 09:55:43 PM,0.767
12/03/22 10:10:43 PM,0.796
12/03/22 10:25:43 PM,0.818
12/03/22 10:40:43 PM,0.846
12/03/22 10:55:43 PM,0.866
12/03/22 11:10:43 PM,0.887
12/03/22 11:25:43 PM,0.913
12/03/22 11:40:43 PM,0.928
12/03/22 11:55:43 PM,0.975
12/04/22 12:10:43 AM,1.022
12/04/22 12:25:43 AM,1.067
12/04/22 12:40:43 AM,1.130
12/04/22 12:55:43 AM,1.189
12/04/22 01:10:43 AM,1.244
12/04/22 01:25:43 AM,1.300
12/04/22 01:40:43 AM,1.326
12/04/22 01:55:43 AM,1.376
12/04/22 02:10:43 AM,1.423
12/04/22 02:25:43 AM,1.491
12/04/22 02:40:43 AM,1.581
12/04/22 02:55:43 AM,1.637
12/04/22 03:10:43 AM,1.727
12/04/22 03:25:43 AM,1.802
12/04/22 03:40:43 AM,1.911
12/04/22 03:55:43 AM,1.978
12/04/22 04:10:43 AM,2.133
12/04/22 04:25:43 AM,2.258
12/04/22 04:40:43 AM,2.408
12/04/22 04:55:43 AM,2.580
12/04/22 05:10:43 AM,2.746
12/04/22 05:25:43 AM,2.862
12/04/22 05:40:43 AM,2.948
12/04/22 05:55:43 AM,3.070
12/04/22 06:10:43 AM,3.094
12/04/22 06:25:43 AM,3.135
12/04/22 06:40:43 AM,3.144
12/04/22 06:55:43 AM,3.143
12/04/22 07:10:43 AM,3.175
12/04/22 07:25:43 AM,3.206
12/04/22 07:40:43 AM,3.199
12/04/22 07:55:43 AM,3.142
12/04/22 08:10:43 AM,3.160
12/04/22 08:25:43 AM,3.135
12/04/22 08:40:43 AM,3.104
12/04/22 08:55:43 AM,3.109
12/04/22 09:10:43 AM,3.071
12/04/22 09:25:43 AM,3.056
12/04/22 09:40:43 AM,3.005
12/04/22 09:55:43 AM,3.001
12/04/22 10:10:43 AM,2.947
12/04/22 10:25:43 AM,2.916
12/04/22 10:40:43 AM,2.884
12/04/22 10:55:43 AM,2.849
12/04/22 11:10:43 AM,2.809
12/04/22 11:25:43 AM,2.814
12/04/22 11:40:43 AM,2.781
12/04/22 11:55:43 AM,2.779
12/04/22 12:10:43 PM,2.732
12/04/22 12:25:43 PM,2.717
12/04/22 12:40:43 PM,2.692
12/04/22 12:55:43 PM,2.687
12/04/22 01:10:43 PM,2.630
12/04/22 01:25:43 PM,2.601
12/04/22 01:40:43 PM,2.594
12/04/22 01:55:43 PM,2.597
12/04/22 02:10:43 PM,2.559
12/04/22 02:25:43 PM,2.510
12/04/22 02:40:43 PM,2.533
12/04/22 02:55:43 PM,2.557
12/04/22 03:10:43 PM,2.484
12/04/22 03:25:43 PM,2.517
12/04/22 03:40:43 PM,2.483
12/04/22 03:55:43 PM,2.485
12/04/22 04:10:43 PM,2.454
12/04/22 04:25:43 PM,2.445
12/04/22 04:40:43 PM,2.468
12/04/22 04:55:43 PM,2.438
12/04/22 05:10:43 PM,2.449
12/04/22 05:25:43 PM,2.406
12/04/22 05:40:43 PM,2.414
12/04/22 05:55:43 PM,2.376
12/04/22 06:10:43 PM,2.365
12/04/22 06:25:43 PM,2.373
12/04/22 06:40:43 PM,2.351
12/04/22 06:55:43 PM,2.348
12/04/22 07:10:43 PM,2.347
12/04/22 07:25:43 PM,2.350
12/04/22 07:40:43 PM,2.318
12/04/22 07:55:43 PM,2.332
12/04/22 08:10:43 PM,2.307
12/04/22 08:25:43 PM,2.345
12/04/22 08:40:43 PM,2.342
12/04/22 08:55:43 PM,2.344
12/04/22 09:10:43 PM,2.340
12/04/22 09:25:43 PM,2.344
12/04/22 09:40:43 PM,2.337
12/04/22 09:55:43 PM,2.348
12/04/22 10:10:43 PM,2.345
12/04/22 10:25:43 PM,2.340
12/04/22 10:40:43 PM,2.349
12/04/22 10:55:43 PM,2.348
12/04/22 11:10:43 PM,2.335
12/04/22 11:25:43 PM,2.326
12/04/22 11:40:43 PM,2.328
12/04/22 11:55:43 PM,2.299
12/05/22 12:10:43 AM,2.287
12/05/22 12:25:43 AM,2.299
12/05/22 12:40:43 AM,2.283
12/05/22 12:55:43 AM,2.272
12/05/22 01:10:43 AM,2.259
12/05/22 01:25:43 AM,2.240
12/05/22 01:40:43 AM,2.241
12/05/22 01:55:43 AM,2.245
12/05/22 02:10:43 AM,2.231
12/05/22 02:25:43 AM,2.200
12/05/22 02:40:43 AM,2.191
12/05/22 02:55:43 AM,2.171
12/05/22 03:10:43 AM,2.166
12/05/22 03:25:43 AM,2.159
12/05/22 03:40:43 AM,2.140
12/05/22 03:55:43 AM,2.132
12/05/22 04:10:43 AM,2.123
12/05/22 04:25:43 AM,2.108
12/05/22 04:40:43 AM,2.108
12/05/22 04:55:43 AM,2.093
12/05/22 05:10:43 AM,2.084
12/05/22 05:25:43 AM,2.067
12/05/22 05:40:43 AM,2.054
12/05/22 05:55:43 AM,2.053
12/05/22 06:10:43 AM,2.034
12/05/22 06:25:43 AM,2.026
12/05/22 06:40:43 AM,2.024
12/05/22 06:55:43 AM,2.017
12/05/22 07:10:43 AM,1.992
12/05/22 07:25:43 AM,1.990
12/05/22 07:40:43 AM,1.968
12/05/22 07:55:43 AM,1.974
12/05/22 08:10:43 AM,1.953
12/05/22 08:25:43 AM,1.960
12/05/22 08:40:43 AM,1.940
12/05/22 08:55:43 AM,1.944
12/05/22 09:10:43 AM,1.931
12/05/22 09:25:43 AM,1.906
12/05/22 09:40:43 AM,1.912
12/05/22 09:55:43 AM,1.908
12/05/22 10:10:43 AM,1.890
12/05/22 10:25:43 AM,1.865
12/05/22 10:40:43 AM,1.855
12/05/22 10:55:43 AM,1.885
12/05/22 11:10:43 AM,1.933
12/05/22 11:25:43 AM,1.988
12/05/22 11:40:43 AM,2.005
12/05/22 11:55:43 AM,2.001
12/05/22 12:10:43 PM,2.012
12/05/22 12:25:43 PM,1.995
12/05/22 12:40:43 PM,1.984
12/05/22 12:55:43 PM,1.971
12/05/22 01:10:43 PM,1.976
12/05/22 01:25:43 PM,1.975
12/05/22 01:40:43 PM,1.996
12/05/22 01:55:43 PM,2.007
12/05/22 02:10:43 PM,2.033
12/05/22 02:25:43 PM,2.044
12/05/22 02:40:43 PM,2.051
12/05/22 02:55:43 PM,2.048
12/05/22 03:10:43 PM,2.049
12/05/22 03:25:43 PM,2.046
12/05/22 03:40:43 PM,2.054
12/05/22 03:55:43 PM,2.064
12/05/22 04:10:43 PM,2.063
12/05/22 04:25:43 PM,2.055
12/05/22 04:40:43 PM,2.079
12/05/22 04:55:43 PM,2.073
12/05/22 05:10:43 PM,2.083
12/05/22 05:25:43 PM,2.105
12/05/22 05:40:43 PM,2.119
12/05/22 05:55:43 PM,2.121
12/05/22 06:10:43 PM,2.131
12/05/22 06:25:43 PM,2.146
12/05/22 06:40:43 PM,2.137
12/05/22 06:55:43 PM,2.139
12/05/22 07:10:43 PM,2.150
12/05/22 07:25:43 PM,2.133
12/05/22 07:40:43 PM,2.154
12/05/22 07:55:43 PM,2.137
12/05/22 08:10:43 PM,2.135
12/05/22 08:25:43 PM,2.131
12/05/22 08:40:43 PM,2.121
12/05/22 08:55:43 PM,2.121
12/05/22 09:10:43 PM,2.103
12/05/22 09:25:43 PM,2.114
12/05/22 09:40:43 PM,2.102
12/05/22 09:55:43 PM,2.080
12/05/22 10:10:43 PM,2.093
12/05/22 10:25:43 PM,2.061
12/05/22 10:40:43 PM,2.062
12/05/22 10:55:43 PM,2.048
12/05/22 11:10:43 PM,2.028
12/05/22 11:25:43 PM,2.028
12/05/22 11:40:43 PM,2.023
12/05/22 11:55:43 PM,2.001
12/06/22 12:10:43 AM,1.992
12/06/22 12:25:43 AM,1.986
12/06/22 12:40:43 AM,1.978
12/06/22 12:55:43 AM,1.955
12/06/22 01:10:43 AM,1.960
12/06/22 01:25:43 AM,1.947
12/06/22 01:40:43 AM,1.936
12/06/22 01:55:43 AM,1.928
12/06/22 02:10:43 AM,1.911
12/06/22 02:25:43 AM,1.899
12/06/22 02:40:43 AM,1.888
12/06/22 02:55:43 AM,1.875
12/06/22 03:10:43 AM,1.856
12/06/22 03:25:43 AM,1.880
12/06/22 03:40:43 AM,1.843
12/06/22 03:55:43 AM,1.813
12/06/22 04:10:43 AM,1.799
12/06/22 04:25:43 AM,1.816
12/06/22 04:40:43 AM,1.794
12/06/22 04:55:43 AM,1.774
12/06/22 05:10:43 AM,1.776
12/06/22 05:25:43 AM,1.747
12/06/22 05:40:43 AM,1.747
12/06/22 05:55:43 AM,1.750
12/06/22 06:10:43 AM,1.743
12/06/22 06:25:43 AM,1.719
12/06/22 06:40:43 AM,1.715
12/06/22 06:55:43 AM,1.702
12/06/22 07:10:43 AM,1.678
12/06/22 07:25:43 AM,1.674
12/06/22 07:40:43 AM,1.674
12/06/22 07:55:43 AM,1.665
12/06/22 08:10:43 AM,1.632
12/06/22 08:25:43 AM,1.627
12/06/22 08:40:43 AM,1.616
12/06/22 08:55:43 AM,1.610
12/06/22 09:10:43 AM,1.617
12/06/22 09:25:43 AM,1.594
12/06/22 09:40:43 AM,1.564
12/06/22 09:55:43 AM,1.557
12/06/22 10:10:43 AM,1.551
12/06/22 10:25:43 AM,1.535
12/06/22 10:40:43 AM,1.538
12/06/22 10:55:43 AM,1.523
12/06/22 11:10:43 AM,1.497
12/06/22 11:25:43 AM,1.498
12/06/22 11:40:43 AM,1.489
12/06/22 11:55:43 AM,1.481
12/06/22 12:10:43 PM,1.472
12/06/22 12:25:43 PM,1.466
12/06/22 12:40:43 PM,1.440
12/06/22 12:55:43 PM,1.453
12/06/22 01:10:43 PM,1.460
12/06/22 01:25:43 PM,1.451
12/06/22 01:40:43 PM,1.428
12/06/22 01:55:43 PM,1.436
12/06/22 02:10:43 PM,1.441
12/06/22 02:25:43 PM,1.430
12/06/22 02:40:43 PM,1.419
12/06/22 02:55:43 PM,1.429
12/06/22 03:10:43 PM,1.407
12/06/22 03:25:43 PM,1.414
12/06/22 03:40:43 PM,1.400
12/06/22 03:55:43 PM,1.427
12/06/22 04:10:43 PM,1.385
12/06/22 04:25:43 PM,1.400
12/06/22 04:40:43 PM,1.395
12/06/22 04:55:43 PM,1.376
12/06/22 05:10:43 PM,1.383
12/06/22 05:25:43 PM,1.368
12/06/22 05:40:43 PM,1.379
12/06/22 05:55:43 PM,1.356
12/06/22 06:10:43 PM,1.358
12/06/22 06:25:43 PM,1.331
12/06/22 06:40:43 PM,1.341
12/06/22 06:55:43 PM,1.324
12/06/22 07:10:43 PM,1.331
12/06/22 07:25:43 PM,1.320
12/06/22 07:40:43 PM,1.331
12/06/22 07:55:43 PM,1.321
12/06/22 08:10:43 PM,1.308
12/06/22 08:25:43 PM,1.296
12/06/22 08:40:43 PM,1.290
12/06/22 08:55:43 PM,1.283
12/06/22 09:10:43 PM,1.280
12/06/22 09:25:43 PM,1.267
12/06/22 09:40:43 PM,1.270
12/06/22 09:55:43 PM,1.266
12/06/22 10:10:43 PM,1.259
12/06/22 10:25:43 PM,1.245
12/06/22 10:40:43 PM,1.224
12/06/22 10:55:43 PM,1.235
12/06/22 11:10:43 PM,1.223
12/06/22 11:25:43 PM,1.220
12/06/22 11:40:43 PM,1.220
12/06/22 11:55:43 PM,1.209
